RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever/DerogPubRec,NumTrades90Ever/DerogPubRec,PercentTradesNeverDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,PercentTradesWBalance
Bad,65.0,7.0,70.0,40.0,0.0,0.0,100.0,43.0,4.0,30.0,9.0,8.0,83.0,10.0,79.0
Bad,65.0,11.0,142.0,20.0,1.0,0.0,38.0,24.0,1.0,50.0,13.0,13.0,9.0,4.0,62.0
Bad,92.0,57.0,258.0,8.0,0.0,0.0,100.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,50.0
Bad,66.0,4.0,69.0,54.0,2.0,1.0,98.0,60.0,4.0,25.0,2.0,2.0,19.0,6.0,57.0
Bad,64.0,3.0,87.0,34.0,0.0,0.0,97.0,35.0,7.0,35.0,2.0,2.0,34.0,8.0,71.0
Bad,63.0,3.0,67.0,25.0,0.0,0.0,86.0,29.0,1.0,34.0,0.0,0.0,57.0,4.0,67.0
Bad,61.0,12.0,74.0,15.0,0.0,0.0,93.0,15.0,0.0,13.0,1.0,1.0,89.0,7.0,100.0
Good,76.0,12.0,77.0,25.0,0.0,0.0,100.0,25.0,0.0,40.0,0.0,0.0,17.0,2.0,50.0
Bad,60.0,8.0,34.0,26.0,0.0,0.0,96.0,26.0,2.0,15.0,3.0,3.0,56.0,4.0,67.0
Good,89.0,4.0,108.0,28.0,0.0,0.0,100.0,30.0,2.0,20.0,1.0,1.0,10.0,4.0,55.0
Good,85.0,8.0,96.0,26.0,0.0,0.0,100.0,26.0,1.0,19.0,1.0,1.0,4.0,3.0,25.0
Bad,58.0,11.0,144.0,9.0,2.0,0.0,64.0,11.0,1.0,36.0,3.0,3.0,68.0,2.0,100.0
Good,64.0,5.0,73.0,4.0,3.0,3.0,67.0,7.0,1.0,33.0,1.0,1.0,57.0,2.0,100.0
Good,81.0,5.0,74.0,16.0,0.0,0.0,100.0,18.0,1.0,11.0,0.0,0.0,25.0,7.0,80.0
Bad,56.0,5.0,37.0,29.0,0.0,0.0,93.0,30.0,3.0,57.0,1.0,1.0,43.0,5.0,73.0
Bad,55.0,4.0,56.0,35.0,5.0,5.0,92.0,40.0,3.0,65.0,0.0,0.0,100.0,1.0,100.0
Bad,51.0,6.0,93.0,13.0,2.0,1.0,69.0,16.0,3.0,38.0,0.0,0.0,94.0,2.0,83.0
Bad,68.0,8.0,51.0,30.0,2.0,2.0,97.0,36.0,2.0,53.0,0.0,0.0,59.0,5.0,75.0
Bad,55.0,1.0,83.0,12.0,2.0,2.0,86.0,15.0,1.0,29.0,2.0,2.0,66.0,6.0,89.0
Good,87.0,4.0,120.0,35.0,0.0,0.0,100.0,35.0,4.0,14.0,2.0,2.0,3.0,6.0,47.0
Bad,68.0,17.0,106.0,22.0,0.0,0.0,88.0,26.0,0.0,46.0,0.0,0.0,64.0,5.0,90.0
Bad,70.0,6.0,69.0,31.0,0.0,0.0,97.0,33.0,1.0,33.0,0.0,0.0,35.0,6.0,59.0
Good,75.0,4.0,60.0,9.0,0.0,0.0,100.0,9.0,2.0,44.0,1.0,1.0,60.0,2.0,80.0
Bad,70.0,11.0,67.0,13.0,2.0,2.0,82.0,17.0,1.0,53.0,4.0,4.0,50.0,3.0,90.0
Good,77.0,12.0,75.0,20.0,0.0,0.0,95.0,20.0,0.0,20.0,0.0,0.0,41.0,4.0,43.0
Bad,73.0,5.0,72.0,19.0,0.0,0.0,95.0,19.0,3.0,42.0,0.0,0.0,35.0,6.0,73.0
Good,60.0,3.0,126.0,32.0,4.0,4.0,89.0,35.0,3.0,11.0,0.0,0.0,37.0,16.0,95.0
Bad,77.0,7.0,85.0,26.0,0.0,0.0,100.0,26.0,3.0,38.0,0.0,0.0,16.0,4.0,59.0
Good,80.0,5.0,105.0,32.0,0.0,0.0,100.0,32.0,2.0,41.0,0.0,0.0,36.0,3.0,58.0
Bad,82.0,4.0,60.0,41.0,0.0,0.0,100.0,44.0,4.0,23.0,4.0,4.0,2.0,3.0,29.0
Bad,83.0,8.0,70.0,8.0,0.0,0.0,100.0,8.0,3.0,50.0,0.0,0.0,38.0,2.0,80.0
Bad,65.0,6.0,114.0,27.0,1.0,1.0,82.0,28.0,3.0,32.0,0.0,0.0,66.0,6.0,88.0
Bad,77.0,2.0,73.0,15.0,0.0,0.0,88.0,17.0,2.0,53.0,1.0,1.0,17.0,2.0,67.0
Bad,66.0,4.0,138.0,18.0,0.0,0.0,85.0,20.0,2.0,25.0,0.0,0.0,55.0,7.0,80.0
Bad,84.0,35.0,104.0,11.0,0.0,0.0,100.0,12.0,0.0,58.0,2.0,0.0,4.0,1.0,75.0
Bad,59.0,8.0,50.0,23.0,4.0,2.0,79.0,29.0,4.0,41.0,0.0,0.0,70.0,8.0,100.0
Bad,66.0,5.0,125.0,8.0,3.0,0.0,64.0,11.0,2.0,27.0,0.0,0.0,80.0,2.0,60.0
Bad,63.0,25.0,159.0,8.0,2.0,1.0,43.0,14.0,0.0,14.0,0.0,0.0,33.0,1.0,33.0
Bad,73.0,6.0,67.0,42.0,0.0,0.0,100.0,47.0,2.0,49.0,1.0,1.0,50.0,4.0,69.0
Good,77.0,14.0,71.0,39.0,0.0,0.0,100.0,42.0,0.0,31.0,0.0,0.0,19.0,8.0,50.0
Good,79.0,8.0,38.0,10.0,0.0,0.0,100.0,10.0,2.0,20.0,0.0,0.0,10.0,2.0,50.0
Bad,64.0,8.0,71.0,25.0,1.0,0.0,92.0,26.0,3.0,38.0,3.0,3.0,58.0,3.0,67.0
Bad,67.0,11.0,108.0,37.0,0.0,0.0,95.0,40.0,1.0,43.0,1.0,1.0,68.0,5.0,80.0
Bad,80.0,5.0,82.0,14.0,0.0,0.0,87.0,15.0,2.0,60.0,0.0,0.0,16.0,3.0,78.0
Bad,74.0,3.0,90.0,31.0,1.0,1.0,97.0,33.0,3.0,18.0,2.0,2.0,5.0,4.0,47.0
Good,70.0,4.0,64.0,34.0,0.0,0.0,100.0,35.0,1.0,37.0,0.0,0.0,83.0,6.0,100.0
Bad,69.0,15.0,76.0,9.0,2.0,2.0,82.0,11.0,0.0,27.0,0.0,0.0,66.0,4.0,57.0
Bad,73.0,3.0,49.0,21.0,0.0,0.0,95.0,22.0,2.0,36.0,2.0,2.0,42.0,3.0,56.0
Good,66.0,3.0,21.0,13.0,0.0,0.0,92.0,13.0,6.0,23.0,4.0,4.0,33.0,5.0,73.0
Good,73.0,4.0,88.0,23.0,0.0,0.0,100.0,24.0,3.0,46.0,1.0,1.0,45.0,6.0,89.0
Good,80.0,10.0,72.0,25.0,0.0,0.0,100.0,25.0,1.0,24.0,1.0,1.0,7.0,1.0,50.0
Bad,58.0,6.0,57.0,45.0,1.0,0.0,96.0,47.0,1.0,53.0,3.0,3.0,69.0,6.0,78.0
Good,88.0,7.0,114.0,31.0,0.0,0.0,100.0,33.0,2.0,33.0,0.0,0.0,1.0,2.0,36.0
Good,64.0,1.0,54.0,20.0,1.0,0.0,89.0,27.0,2.0,52.0,2.0,2.0,42.0,4.0,86.0
Bad,62.0,2.0,84.0,35.0,0.0,0.0,89.0,38.0,3.0,32.0,1.0,1.0,68.0,9.0,85.0
Bad,73.0,38.0,96.0,13.0,0.0,0.0,85.0,13.0,0.0,8.0,0.0,0.0,40.0,10.0,85.0
Bad,86.0,3.0,95.0,12.0,0.0,0.0,100.0,13.0,3.0,15.0,0.0,0.0,22.0,3.0,43.0
Bad,66.0,16.0,183.0,21.0,1.0,0.0,83.0,23.0,0.0,52.0,3.0,3.0,24.0,3.0,100.0
Good,69.0,2.0,62.0,22.0,0.0,0.0,96.0,23.0,3.0,35.0,4.0,4.0,25.0,3.0,45.0
Bad,58.0,21.0,66.0,14.0,3.0,0.0,75.0,20.0,0.0,30.0,0.0,0.0,62.0,5.0,90.0
Bad,75.0,5.0,102.0,30.0,0.0,0.0,100.0,32.0,2.0,13.0,1.0,1.0,39.0,7.0,53.0
Bad,75.0,20.0,118.0,15.0,1.0,0.0,94.0,17.0,0.0,41.0,2.0,2.0,48.0,3.0,83.0
Bad,70.0,8.0,69.0,30.0,0.0,0.0,100.0,30.0,2.0,20.0,1.0,1.0,31.0,5.0,39.0
Bad,83.0,13.0,35.0,11.0,0.0,0.0,100.0,11.0,0.0,36.0,0.0,0.0,2.0,2.0,50.0
Bad,72.0,8.0,39.0,18.0,0.0,0.0,100.0,18.0,2.0,28.0,2.0,2.0,73.0,3.0,100.0
Good,84.0,5.0,119.0,44.0,0.0,0.0,100.0,47.0,3.0,68.0,2.0,2.0,4.0,5.0,76.0
Bad,68.0,9.0,69.0,27.0,0.0,0.0,100.0,27.0,3.0,44.0,2.0,2.0,95.0,4.0,100.0
Good,76.0,6.0,107.0,32.0,1.0,1.0,97.0,32.0,3.0,31.0,0.0,0.0,42.0,3.0,75.0
Bad,82.0,14.0,88.0,9.0,0.0,0.0,100.0,9.0,0.0,44.0,0.0,0.0,0.0,0.0,50.0
Good,62.0,12.0,17.0,4.0,0.0,0.0,100.0,4.0,0.0,50.0,4.0,3.0,120.0,1.0,75.0
Bad,79.0,9.0,64.0,16.0,0.0,0.0,100.0,16.0,1.0,38.0,2.0,2.0,20.0,2.0,50.0
Bad,77.0,4.0,76.0,20.0,0.0,0.0,100.0,20.0,2.0,35.0,3.0,2.0,69.0,2.0,63.0
Bad,82.0,3.0,57.0,46.0,0.0,0.0,98.0,46.0,3.0,28.0,0.0,0.0,3.0,3.0,45.0
Good,64.0,6.0,49.0,15.0,1.0,1.0,88.0,16.0,2.0,44.0,1.0,1.0,69.0,4.0,78.0
Good,68.0,1.0,96.0,40.0,1.0,1.0,90.0,43.0,3.0,37.0,11.0,11.0,75.0,8.0,71.0
Bad,57.0,13.0,57.0,5.0,6.0,6.0,71.0,8.0,0.0,29.0,2.0,2.0,100.0,1.0,100.0
Bad,75.0,3.0,41.0,6.0,0.0,0.0,100.0,6.0,1.0,67.0,4.0,4.0,56.0,2.0,100.0
Good,84.0,13.0,80.0,13.0,0.0,0.0,100.0,13.0,0.0,85.0,1.0,1.0,0.0,0.0,67.0
Good,73.0,4.0,65.0,24.0,0.0,0.0,100.0,24.0,1.0,38.0,1.0,1.0,68.0,3.0,71.0
Good,80.0,5.0,58.0,41.0,0.0,0.0,98.0,42.0,5.0,60.0,0.0,0.0,6.0,3.0,64.0
Bad,61.0,13.0,70.0,16.0,3.0,1.0,74.0,19.0,0.0,21.0,3.0,3.0,10.0,3.0,56.0
Bad,79.0,2.0,93.0,8.0,1.0,1.0,82.0,11.0,3.0,18.0,1.0,1.0,15.0,4.0,86.0
Good,89.0,40.0,140.0,19.0,0.0,0.0,100.0,19.0,0.0,11.0,0.0,0.0,7.0,3.0,36.0
Good,76.0,3.0,47.0,32.0,0.0,0.0,100.0,32.0,3.0,22.0,3.0,3.0,16.0,7.0,64.0
Bad,64.0,2.0,45.0,12.0,1.0,1.0,86.0,14.0,4.0,21.0,2.0,2.0,9.0,4.0,56.0
Bad,72.0,11.0,84.0,22.0,3.0,2.0,81.0,26.0,1.0,23.0,0.0,0.0,30.0,5.0,70.0
Bad,58.0,4.0,22.0,12.0,0.0,0.0,83.0,12.0,3.0,8.0,3.0,3.0,45.0,6.0,88.0
Bad,59.0,10.0,37.0,17.0,0.0,0.0,88.0,18.0,1.0,59.0,2.0,2.0,49.0,4.0,78.0
Bad,62.0,13.0,99.0,24.0,4.0,3.0,70.0,31.0,0.0,26.0,0.0,0.0,29.0,4.0,45.0
Bad,87.0,10.0,63.0,42.0,0.0,0.0,100.0,42.0,2.0,26.0,0.0,0.0,9.0,5.0,56.0
Bad,52.0,13.0,62.0,21.0,1.0,1.0,86.0,22.0,0.0,32.0,1.0,1.0,41.0,10.0,80.0
Good,61.0,10.0,84.0,18.0,5.0,4.0,63.0,24.0,1.0,58.0,0.0,0.0,0.0,1.0,50.0
Good,82.0,16.0,108.0,18.0,0.0,0.0,100.0,18.0,0.0,39.0,0.0,0.0,36.0,2.0,40.0
Good,88.0,12.0,90.0,19.0,0.0,0.0,100.0,19.0,0.0,32.0,0.0,0.0,2.0,1.0,36.0
Bad,64.0,6.0,22.0,15.0,0.0,0.0,100.0,24.0,3.0,25.0,0.0,0.0,61.0,10.0,100.0
Good,89.0,5.0,79.0,12.0,0.0,0.0,100.0,12.0,2.0,58.0,0.0,0.0,4.0,2.0,83.0
Good,83.0,6.0,86.0,17.0,0.0,0.0,100.0,17.0,2.0,47.0,0.0,0.0,12.0,2.0,63.0
Bad,81.0,25.0,83.0,8.0,0.0,0.0,100.0,8.0,0.0,88.0,0.0,0.0,0.0,0.0,67.0
Good,60.0,23.0,97.0,3.0,6.0,3.0,25.0,11.0,0.0,25.0,0.0,0.0,26.0,2.0,80.0
Good,66.0,7.0,61.0,24.0,0.0,0.0,92.0,24.0,1.0,33.0,0.0,0.0,18.0,4.0,58.0
Good,70.0,19.0,75.0,17.0,0.0,0.0,100.0,18.0,0.0,28.0,1.0,1.0,58.0,4.0,60.0
Bad,69.0,14.0,66.0,20.0,0.0,0.0,95.0,20.0,0.0,60.0,0.0,0.0,58.0,3.0,86.0
Bad,65.0,5.0,42.0,11.0,1.0,0.0,92.0,13.0,3.0,31.0,2.0,2.0,60.0,4.0,83.0
Bad,60.0,50.0,94.0,13.0,2.0,2.0,73.0,15.0,0.0,27.0,0.0,0.0,61.0,2.0,100.0
Good,76.0,22.0,100.0,22.0,0.0,0.0,100.0,22.0,0.0,45.0,0.0,0.0,76.0,2.0,83.0
Bad,72.0,1.0,66.0,10.0,0.0,0.0,83.0,12.0,2.0,25.0,1.0,1.0,49.0,2.0,33.0
Bad,69.0,4.0,62.0,12.0,0.0,0.0,92.0,12.0,2.0,58.0,1.0,1.0,97.0,4.0,100.0
Bad,58.0,8.0,65.0,21.0,1.0,1.0,100.0,22.0,1.0,33.0,1.0,1.0,44.0,4.0,78.0
Good,64.0,3.0,109.0,31.0,2.0,1.0,92.0,36.0,3.0,42.0,3.0,3.0,51.0,6.0,64.0
Good,82.0,1.0,87.0,45.0,0.0,0.0,100.0,49.0,6.0,27.0,10.0,10.0,3.0,6.0,44.0
Good,67.0,5.0,19.0,18.0,0.0,0.0,100.0,18.0,5.0,6.0,2.0,2.0,30.0,10.0,65.0
Bad,66.0,2.0,73.0,25.0,5.0,5.0,88.0,35.0,3.0,59.0,2.0,2.0,94.0,4.0,100.0
Bad,63.0,4.0,54.0,20.0,2.0,1.0,91.0,24.0,2.0,50.0,1.0,1.0,52.0,4.0,88.0
Bad,76.0,0.0,89.0,41.0,0.0,0.0,100.0,44.0,3.0,27.0,3.0,3.0,40.0,5.0,50.0
Bad,81.0,9.0,63.0,18.0,0.0,0.0,100.0,19.0,2.0,28.0,2.0,2.0,3.0,3.0,50.0
Good,57.0,0.0,42.0,32.0,0.0,0.0,97.0,34.0,10.0,18.0,1.0,1.0,40.0,7.0,50.0
Bad,58.0,7.0,66.0,39.0,9.0,2.0,85.0,57.0,3.0,44.0,3.0,3.0,95.0,5.0,100.0
Bad,78.0,2.0,98.0,18.0,0.0,0.0,95.0,20.0,2.0,55.0,1.0,1.0,23.0,1.0,75.0
Bad,62.0,9.0,52.0,14.0,1.0,0.0,76.0,17.0,1.0,65.0,5.0,5.0,26.0,3.0,100.0
Good,72.0,4.0,57.0,36.0,0.0,0.0,97.0,36.0,5.0,56.0,3.0,3.0,6.0,2.0,65.0
Good,80.0,35.0,110.0,28.0,0.0,0.0,90.0,29.0,0.0,31.0,6.0,6.0,0.0,3.0,44.0
Bad,74.0,11.0,68.0,18.0,0.0,0.0,91.0,23.0,2.0,26.0,0.0,0.0,1.0,3.0,36.0
Bad,63.0,2.0,76.0,53.0,3.0,2.0,94.0,62.0,4.0,44.0,4.0,3.0,34.0,6.0,57.0
Bad,57.0,6.0,66.0,25.0,1.0,0.0,80.0,31.0,1.0,40.0,1.0,1.0,47.0,6.0,82.0
Bad,61.0,2.0,5.0,1.0,0.0,0.0,100.0,2.0,2.0,50.0,2.0,2.0,92.0,1.0,100.0
Bad,69.0,8.0,61.0,23.0,0.0,0.0,96.0,23.0,2.0,30.0,0.0,0.0,41.0,6.0,75.0
Good,64.0,8.0,38.0,3.0,1.0,1.0,75.0,4.0,1.0,75.0,0.0,0.0,120.0,1.0,100.0
Bad,55.0,2.0,53.0,21.0,1.0,0.0,75.0,24.0,3.0,42.0,1.0,1.0,96.0,4.0,78.0
Good,78.0,5.0,71.0,21.0,0.0,0.0,95.0,22.0,2.0,14.0,2.0,2.0,42.0,2.0,40.0
Bad,61.0,2.0,50.0,8.0,1.0,1.0,82.0,11.0,1.0,9.0,4.0,4.0,30.0,5.0,75.0
Good,52.0,4.0,86.0,12.0,5.0,3.0,61.0,19.0,1.0,67.0,2.0,2.0,25.0,1.0,71.0
Bad,76.0,8.0,64.0,11.0,1.0,1.0,92.0,12.0,1.0,42.0,0.0,0.0,12.0,1.0,60.0
Good,82.0,6.0,89.0,33.0,0.0,0.0,100.0,37.0,3.0,32.0,0.0,0.0,10.0,1.0,29.0
Bad,81.0,12.0,111.0,19.0,0.0,0.0,95.0,20.0,0.0,55.0,0.0,0.0,1.0,2.0,67.0
Good,71.0,13.0,52.0,19.0,1.0,1.0,95.0,21.0,0.0,33.0,4.0,4.0,23.0,4.0,75.0
Bad,71.0,5.0,91.0,55.0,0.0,0.0,93.0,59.0,2.0,8.0,0.0,0.0,38.0,10.0,62.0
Good,88.0,25.0,75.0,16.0,0.0,0.0,100.0,18.0,0.0,11.0,1.0,1.0,0.0,3.0,50.0
Good,87.0,8.0,96.0,40.0,0.0,0.0,100.0,41.0,2.0,10.0,1.0,0.0,2.0,8.0,38.0
Bad,66.0,14.0,84.0,6.0,1.0,0.0,57.0,7.0,0.0,29.0,0.0,0.0,112.0,2.0,80.0
Bad,61.0,8.0,53.0,44.0,1.0,0.0,89.0,45.0,3.0,36.0,7.0,7.0,39.0,5.0,64.0
Bad,82.0,4.0,71.0,25.0,0.0,0.0,100.0,28.0,4.0,29.0,0.0,0.0,18.0,4.0,55.0
Bad,85.0,1.0,65.0,24.0,0.0,0.0,100.0,27.0,8.0,26.0,4.0,4.0,1.0,2.0,30.0
Bad,72.0,5.0,47.0,17.0,1.0,0.0,89.0,18.0,1.0,11.0,2.0,2.0,17.0,9.0,71.0
Good,68.0,11.0,99.0,36.0,1.0,1.0,85.0,40.0,2.0,28.0,0.0,0.0,44.0,9.0,63.0
Bad,68.0,8.0,60.0,31.0,0.0,0.0,100.0,31.0,1.0,42.0,2.0,2.0,68.0,6.0,100.0
Bad,67.0,4.0,43.0,12.0,1.0,1.0,93.0,14.0,2.0,36.0,4.0,4.0,74.0,6.0,100.0
Bad,66.0,10.0,70.0,37.0,1.0,0.0,78.0,40.0,4.0,50.0,2.0,2.0,1.0,4.0,39.0
Good,68.0,10.0,89.0,25.0,1.0,1.0,93.0,29.0,2.0,36.0,2.0,2.0,44.0,8.0,85.0
Bad,65.0,6.0,78.0,16.0,0.0,0.0,78.0,18.0,1.0,56.0,0.0,0.0,51.0,3.0,83.0
Bad,80.0,14.0,69.0,39.0,0.0,0.0,98.0,41.0,0.0,27.0,1.0,1.0,10.0,3.0,55.0
Good,60.0,29.0,155.0,13.0,1.0,0.0,94.0,16.0,0.0,25.0,0.0,0.0,4.0,3.0,71.0
Good,65.0,3.0,90.0,24.0,4.0,4.0,100.0,29.0,3.0,44.0,2.0,2.0,2.0,2.0,47.0
Bad,66.0,18.0,42.0,16.0,0.0,0.0,100.0,16.0,0.0,25.0,3.0,3.0,93.0,11.0,100.0
Bad,77.0,8.0,72.0,16.0,0.0,0.0,100.0,16.0,3.0,56.0,0.0,0.0,0.0,0.0,43.0
Bad,67.0,4.0,30.0,14.0,0.0,0.0,100.0,14.0,3.0,29.0,1.0,1.0,44.0,6.0,82.0
Good,80.0,0.0,62.0,27.0,0.0,0.0,100.0,35.0,4.0,26.0,3.0,3.0,22.0,4.0,38.0
Good,75.0,1.0,91.0,55.0,0.0,0.0,100.0,57.0,4.0,33.0,4.0,4.0,2.0,12.0,57.0
Good,73.0,2.0,58.0,23.0,0.0,0.0,100.0,25.0,5.0,40.0,4.0,4.0,43.0,5.0,62.0
Good,84.0,23.0,91.0,10.0,0.0,0.0,100.0,11.0,0.0,36.0,0.0,0.0,17.0,2.0,100.0
Good,75.0,6.0,43.0,58.0,0.0,0.0,100.0,59.0,10.0,5.0,2.0,2.0,15.0,6.0,27.0
Bad,73.0,6.0,38.0,10.0,0.0,0.0,100.0,10.0,2.0,50.0,1.0,1.0,81.0,1.0,50.0
Bad,65.0,2.0,46.0,18.0,1.0,1.0,100.0,20.0,3.0,16.0,4.0,4.0,39.0,3.0,40.0
Bad,70.0,4.0,90.0,36.0,0.0,0.0,97.0,36.0,1.0,39.0,1.0,1.0,93.0,5.0,100.0
Good,65.0,8.0,93.0,25.0,3.0,2.0,85.0,28.0,1.0,33.0,2.0,2.0,70.0,5.0,88.0
Good,91.0,22.0,132.0,9.0,0.0,0.0,100.0,12.0,0.0,25.0,0.0,0.0,1.0,2.0,80.0
Good,89.0,2.0,122.0,14.0,0.0,0.0,100.0,15.0,1.0,33.0,1.0,1.0,2.0,2.0,57.0
Bad,73.0,18.0,88.0,28.0,0.0,0.0,89.0,28.0,0.0,39.0,3.0,3.0,21.0,3.0,63.0
Good,68.0,3.0,96.0,33.0,1.0,1.0,97.0,34.0,4.0,26.0,4.0,4.0,73.0,6.0,71.0
Bad,71.0,11.0,46.0,22.0,0.0,0.0,95.0,22.0,2.0,14.0,1.0,1.0,34.0,3.0,71.0
Good,86.0,6.0,93.0,32.0,0.0,0.0,100.0,32.0,3.0,22.0,0.0,0.0,6.0,6.0,44.0
Good,74.0,4.0,126.0,49.0,0.0,0.0,96.0,51.0,4.0,29.0,2.0,2.0,28.0,12.0,74.0
Bad,69.0,7.0,46.0,6.0,3.0,2.0,75.0,9.0,2.0,50.0,1.0,0.0,30.0,1.0,75.0
Good,86.0,9.0,49.0,17.0,0.0,0.0,100.0,17.0,1.0,24.0,0.0,0.0,7.0,1.0,50.0
Good,86.0,2.0,77.0,9.0,0.0,0.0,100.0,10.0,1.0,40.0,5.0,5.0,7.0,1.0,33.0
Bad,64.0,3.0,130.0,23.0,0.0,0.0,96.0,23.0,6.0,9.0,0.0,0.0,34.0,7.0,67.0
Good,77.0,3.0,66.0,55.0,0.0,0.0,100.0,58.0,2.0,41.0,0.0,0.0,59.0,4.0,91.0
Bad,73.0,10.0,70.0,20.0,0.0,0.0,95.0,21.0,1.0,86.0,4.0,4.0,81.0,2.0,83.0
Bad,74.0,23.0,68.0,27.0,0.0,0.0,93.0,27.0,0.0,30.0,0.0,0.0,16.0,3.0,46.0
Bad,62.0,2.0,47.0,24.0,0.0,0.0,96.0,25.0,1.0,48.0,0.0,0.0,73.0,5.0,91.0
Bad,67.0,3.0,43.0,6.0,3.0,1.0,50.0,10.0,1.0,60.0,5.0,3.0,27.0,1.0,60.0
Bad,70.0,7.0,51.0,27.0,1.0,0.0,96.0,28.0,3.0,36.0,0.0,0.0,49.0,7.0,83.0
Bad,58.0,27.0,62.0,11.0,2.0,1.0,83.0,13.0,0.0,50.0,1.0,1.0,82.0,3.0,100.0
Good,86.0,1.0,83.0,17.0,0.0,0.0,100.0,19.0,3.0,37.0,2.0,2.0,1.0,1.0,33.0
Bad,63.0,3.0,94.0,20.0,2.0,2.0,100.0,20.0,3.0,50.0,7.0,7.0,37.0,5.0,78.0
Bad,56.0,3.0,98.0,12.0,0.0,0.0,75.0,12.0,1.0,25.0,3.0,3.0,69.0,7.0,100.0
Good,61.0,2.0,86.0,40.0,1.0,1.0,95.0,42.0,4.0,14.0,3.0,3.0,40.0,8.0,55.0
Bad,66.0,1.0,69.0,15.0,1.0,1.0,94.0,18.0,4.0,59.0,0.0,0.0,61.0,1.0,80.0
Good,88.0,16.0,158.0,15.0,0.0,0.0,100.0,16.0,0.0,13.0,0.0,0.0,9.0,3.0,50.0
Bad,59.0,11.0,55.0,11.0,1.0,1.0,75.0,12.0,1.0,25.0,0.0,0.0,20.0,3.0,71.0
Bad,80.0,0.0,72.0,22.0,0.0,0.0,100.0,24.0,1.0,17.0,1.0,1.0,20.0,5.0,38.0
Good,85.0,6.0,78.0,10.0,0.0,0.0,91.0,12.0,1.0,27.0,3.0,3.0,1.0,1.0,50.0
Good,57.0,13.0,53.0,17.0,0.0,0.0,88.0,17.0,0.0,18.0,0.0,0.0,86.0,4.0,71.0
Bad,74.0,1.0,93.0,31.0,1.0,0.0,86.0,35.0,3.0,26.0,2.0,2.0,28.0,2.0,40.0
Bad,54.0,15.0,116.0,16.0,3.0,1.0,57.0,21.0,0.0,14.0,2.0,2.0,28.0,4.0,50.0
Good,83.0,43.0,128.0,8.0,0.0,0.0,100.0,8.0,0.0,38.0,1.0,1.0,10.0,2.0,50.0
Bad,60.0,5.0,66.0,12.0,7.0,5.0,59.0,18.0,4.0,35.0,3.0,3.0,22.0,2.0,50.0
Good,63.0,6.0,74.0,12.0,1.0,0.0,86.0,14.0,1.0,43.0,0.0,0.0,74.0,3.0,75.0
Bad,69.0,4.0,20.0,6.0,2.0,2.0,86.0,9.0,3.0,43.0,3.0,3.0,48.0,3.0,100.0
Good,66.0,5.0,101.0,16.0,5.0,4.0,71.0,22.0,1.0,29.0,2.0,2.0,37.0,6.0,100.0
Bad,77.0,8.0,84.0,20.0,0.0,0.0,100.0,20.0,1.0,70.0,4.0,4.0,51.0,3.0,78.0
Bad,63.0,4.0,54.0,17.0,1.0,1.0,89.0,19.0,1.0,37.0,0.0,0.0,72.0,7.0,91.0
Bad,65.0,19.0,63.0,23.0,1.0,1.0,92.0,25.0,0.0,64.0,4.0,4.0,72.0,1.0,90.0
Bad,67.0,1.0,40.0,9.0,1.0,1.0,100.0,11.0,4.0,30.0,1.0,1.0,36.0,2.0,50.0
Bad,71.0,8.0,74.0,35.0,0.0,0.0,97.0,39.0,3.0,56.0,0.0,0.0,82.0,4.0,91.0
Bad,66.0,9.0,40.0,7.0,0.0,0.0,86.0,7.0,1.0,71.0,0.0,0.0,0.0,0.0,67.0
Bad,67.0,6.0,103.0,26.0,0.0,0.0,88.0,26.0,1.0,35.0,0.0,0.0,79.0,4.0,75.0
Bad,66.0,4.0,38.0,18.0,1.0,0.0,95.0,22.0,5.0,36.0,4.0,4.0,46.0,6.0,92.0
Bad,56.0,16.0,54.0,4.0,6.0,2.0,27.0,11.0,0.0,55.0,8.0,8.0,104.0,2.0,100.0
Bad,55.0,66.0,113.0,13.0,7.0,6.0,65.0,23.0,0.0,22.0,1.0,1.0,56.0,2.0,57.0
Bad,73.0,2.0,83.0,18.0,1.0,1.0,95.0,22.0,1.0,27.0,11.0,11.0,30.0,4.0,67.0
Bad,70.0,4.0,21.0,11.0,0.0,0.0,100.0,13.0,4.0,38.0,3.0,3.0,64.0,4.0,88.0
Bad,66.0,9.0,82.0,23.0,2.0,2.0,96.0,26.0,1.0,17.0,0.0,0.0,33.0,7.0,63.0
Good,68.0,2.0,32.0,26.0,0.0,0.0,100.0,28.0,5.0,25.0,4.0,4.0,22.0,5.0,57.0
Good,70.0,9.0,108.0,30.0,3.0,3.0,97.0,34.0,1.0,66.0,1.0,1.0,0.0,1.0,80.0
Bad,72.0,10.0,44.0,12.0,1.0,1.0,92.0,13.0,1.0,15.0,0.0,0.0,58.0,3.0,86.0
Bad,66.0,6.0,75.0,42.0,0.0,0.0,100.0,46.0,2.0,46.0,1.0,1.0,89.0,6.0,100.0
